Timestep,Region,pgrowth
2474,CHI,0
CHI,2475,0
2475,CHI,0
CHI,2476,0
2476,CHI,0
CHI,2477,0
2477,CHI,0
CHI,2478,0
2478,CHI,0
CHI,2479,0
2479,CHI,0
CHI,2480,0
2480,CHI,0
CHI,2481,0
2481,CHI,0
CHI,2482,0
2482,CHI,0
CHI,2483,0
2483,CHI,0
CHI,2484,0
2484,CHI,0
CHI,2485,0
2485,CHI,0
CHI,2486,0
2486,CHI,0
CHI,2487,0
2487,CHI,0
CHI,2488,0
2488,CHI,0
CHI,2489,0
2489,CHI,0
CHI,2490,0
2490,CHI,0
CHI,2491,0
2491,CHI,0
CHI,2492,0
2492,CHI,0
CHI,2493,0
2493,CHI,0
CHI,2494,0
2494,CHI,0
CHI,2495,0
2495,CHI,0
CHI,2496,0
2496,CHI,0
CHI,2497,0
2497,CHI,0
CHI,2498,0
2498,CHI,0
CHI,2499,0
2499,CHI,0
CHI,2500,0
2500,CHI,0
CHI,2501,0
2501,CHI,0
CHI,2502,0
2502,CHI,0
CHI,2503,0
2503,CHI,0
CHI,2504,0
2504,CHI,0
CHI,2505,0
2505,CHI,0
CHI,2506,0
2506,CHI,0
CHI,2507,0
2507,CHI,0
CHI,2508,0
2508,CHI,0
CHI,2509,0
2509,CHI,0
CHI,2510,0
2510,CHI,0
CHI,2511,0
2511,CHI,0
CHI,2512,0
2512,CHI,0
CHI,2513,0
2513,CHI,0
CHI,2514,0
2514,CHI,0
CHI,2515,0
2515,CHI,0
CHI,2516,0
2516,CHI,0
CHI,2517,0
2517,CHI,0
CHI,2518,0
2518,CHI,0
CHI,2519,0
2519,CHI,0
CHI,2520,0
2520,CHI,0
CHI,2521,0
2521,CHI,0
CHI,2522,0
2522,CHI,0
CHI,2523,0
2523,CHI,0
CHI,2524,0
2524,CHI,0
CHI,2525,0
2525,CHI,0
CHI,2526,0
2526,CHI,0
CHI,2527,0
2527,CHI,0
CHI,2528,0
2528,CHI,0
CHI,2529,0
2529,CHI,0
CHI,2530,0
2530,CHI,0
CHI,2531,0
2531,CHI,0
CHI,2532,0
2532,CHI,0
CHI,2533,0
2533,CHI,0
CHI,2534,0
2534,CHI,0
CHI,2535,0
2535,CHI,0
CHI,2536,0
2536,CHI,0
CHI,2537,0
2537,CHI,0
CHI,2538,0
2538,CHI,0
CHI,2539,0
2539,CHI,0
CHI,2540,0
2540,CHI,0
CHI,2541,0
2541,CHI,0
CHI,2542,0
2542,CHI,0
CHI,2543,0
2543,CHI,0
CHI,2544,0
2544,CHI,0
CHI,2545,0
2545,CHI,0
CHI,2546,0
2546,CHI,0
CHI,2547,0
2547,CHI,0
CHI,2548,0
2548,CHI,0
CHI,2549,0
2549,CHI,0
CHI,2550,0
2550,CHI,0
CHI,2551,0
2551,CHI,0
CHI,2552,0
2552,CHI,0
CHI,2553,0
2553,CHI,0
CHI,2554,0
2554,CHI,0
CHI,2555,0
2555,CHI,0
CHI,2556,0
2556,CHI,0
CHI,2557,0
2557,CHI,0
CHI,2558,0
2558,CHI,0
CHI,2559,0
2559,CHI,0
CHI,2560,0
2560,CHI,0
CHI,2561,0
2561,CHI,0
CHI,2562,0
2562,CHI,0
CHI,2563,0
2563,CHI,0
CHI,2564,0
2564,CHI,0
CHI,2565,0
2565,CHI,0
CHI,2566,0
2566,CHI,0
CHI,2567,0
2567,CHI,0
CHI,2568,0
2568,CHI,0
CHI,2569,0
2569,CHI,0
CHI,2570,0
2570,CHI,0
CHI,2571,0
2571,CHI,0
CHI,2572,0
2572,CHI,0
CHI,2573,0
2573,CHI,0
CHI,2574,0
2574,CHI,0
CHI,2575,0
2575,CHI,0
CHI,2576,0
2576,CHI,0
CHI,2577,0
2577,CHI,0
CHI,2578,0
2578,CHI,0
CHI,2579,0
2579,CHI,0
CHI,2580,0
2580,CHI,0
CHI,2581,0
2581,CHI,0
CHI,2582,0
2582,CHI,0
CHI,2583,0
2583,CHI,0
CHI,2584,0
2584,CHI,0
CHI,2585,0
2585,CHI,0
CHI,2586,0
2586,CHI,0
CHI,2587,0
2587,CHI,0
CHI,2588,0
2588,CHI,0
CHI,2589,0
2589,CHI,0
CHI,2590,0
2590,CHI,0
CHI,2591,0
2591,CHI,0
CHI,2592,0
2592,CHI,0
CHI,2593,0
2593,CHI,0
CHI,2594,0
2594,CHI,0
CHI,2595,0
2595,CHI,0
CHI,2596,0
2596,CHI,0
CHI,2597,0
2597,CHI,0
CHI,2598,0
2598,CHI,0
CHI,2599,0
2599,CHI,0
CHI,2600,0
2600,CHI,0
CHI,2601,0
2601,CHI,0
CHI,2602,0
2602,CHI,0
CHI,2603,0
2603,CHI,0
CHI,2604,0
2604,CHI,0
CHI,2605,0
2605,CHI,0
CHI,2606,0
2606,CHI,0
CHI,2607,0
2607,CHI,0
CHI,2608,0
2608,CHI,0
CHI,2609,0
2609,CHI,0
CHI,2610,0
2610,CHI,0
CHI,2611,0
2611,CHI,0
CHI,2612,0
2612,CHI,0
CHI,2613,0
2613,CHI,0
CHI,2614,0
2614,CHI,0
CHI,2615,0
2615,CHI,0
CHI,2616,0
2616,CHI,0
CHI,2617,0
2617,CHI,0
CHI,2618,0
2618,CHI,0
CHI,2619,0
2619,CHI,0
CHI,2620,0
2620,CHI,0
CHI,2621,0
2621,CHI,0
CHI,2622,0
2622,CHI,0
CHI,2623,0
2623,CHI,0
CHI,2624,0
2624,CHI,0
CHI,2625,0
2625,CHI,0
CHI,2626,0
2626,CHI,0
CHI,2627,0
2627,CHI,0
CHI,2628,0
2628,CHI,0
CHI,2629,0
2629,CHI,0
CHI,2630,0
2630,CHI,0
CHI,2631,0
2631,CHI,0
CHI,2632,0
2632,CHI,0
CHI,2633,0
2633,CHI,0
CHI,2634,0
2634,CHI,0
CHI,2635,0
2635,CHI,0
CHI,2636,0
2636,CHI,0
CHI,2637,0
2637,CHI,0
CHI,2638,0
2638,CHI,0
CHI,2639,0
2639,CHI,0
CHI,2640,0
2640,CHI,0
CHI,2641,0
2641,CHI,0
CHI,2642,0
2642,CHI,0
CHI,2643,0
2643,CHI,0
CHI,2644,0
2644,CHI,0
CHI,2645,0
2645,CHI,0
CHI,2646,0
2646,CHI,0
CHI,2647,0
2647,CHI,0
CHI,2648,0
2648,CHI,0
CHI,2649,0
2649,CHI,0
CHI,2650,0
2650,CHI,0
CHI,2651,0
2651,CHI,0
CHI,2652,0
2652,CHI,0
CHI,2653,0
2653,CHI,0
CHI,2654,0
2654,CHI,0
CHI,2655,0
2655,CHI,0
CHI,2656,0
2656,CHI,0
CHI,2657,0
2657,CHI,0
CHI,2658,0
2658,CHI,0
CHI,2659,0
2659,CHI,0
CHI,2660,0
2660,CHI,0
CHI,2661,0
2661,CHI,0
CHI,2662,0
2662,CHI,0
CHI,2663,0
2663,CHI,0
CHI,2664,0
2664,CHI,0
CHI,2665,0
2665,CHI,0
CHI,2666,0
2666,CHI,0
CHI,2667,0
2667,CHI,0
CHI,2668,0
2668,CHI,0
CHI,2669,0
2669,CHI,0
CHI,2670,0
2670,CHI,0
CHI,2671,0
2671,CHI,0
CHI,2672,0
2672,CHI,0
CHI,2673,0
2673,CHI,0
CHI,2674,0
2674,CHI,0
CHI,2675,0
2675,CHI,0
CHI,2676,0
2676,CHI,0
CHI,2677,0
2677,CHI,0
CHI,2678,0
2678,CHI,0
CHI,2679,0
2679,CHI,0
CHI,2680,0
2680,CHI,0
CHI,2681,0
2681,CHI,0
CHI,2682,0
2682,CHI,0
CHI,2683,0
2683,CHI,0
CHI,2684,0
2684,CHI,0
CHI,2685,0
2685,CHI,0
CHI,2686,0
2686,CHI,0
CHI,2687,0
2687,CHI,0
CHI,2688,0
2688,CHI,0
CHI,2689,0
2689,CHI,0
CHI,2690,0
2690,CHI,0
CHI,2691,0
2691,CHI,0
CHI,2692,0
2692,CHI,0
CHI,2693,0
2693,CHI,0
CHI,2694,0
2694,CHI,0
CHI,2695,0
2695,CHI,0
CHI,2696,0
2696,CHI,0
CHI,2697,0
2697,CHI,0
CHI,2698,0
2698,CHI,0
CHI,2699,0
2699,CHI,0
CHI,2700,0
2700,CHI,0
CHI,2701,0
2701,CHI,0
CHI,2702,0
2702,CHI,0
CHI,2703,0
2703,CHI,0
CHI,2704,0
2704,CHI,0
CHI,2705,0
2705,CHI,0
CHI,2706,0
2706,CHI,0
CHI,2707,0
2707,CHI,0
CHI,2708,0
2708,CHI,0
CHI,2709,0
2709,CHI,0
CHI,2710,0
2710,CHI,0
CHI,2711,0
2711,CHI,0
CHI,2712,0
2712,CHI,0
CHI,2713,0
2713,CHI,0
CHI,2714,0
2714,CHI,0
CHI,2715,0
2715,CHI,0
CHI,2716,0
2716,CHI,0
CHI,2717,0
2717,CHI,0
CHI,2718,0
2718,CHI,0
CHI,2719,0
2719,CHI,0
CHI,2720,0
2720,CHI,0
CHI,2721,0
2721,CHI,0
CHI,2722,0
2722,CHI,0
CHI,2723,0
2723,CHI,0
CHI,2724,0
2724,CHI,0
CHI,2725,0
2725,CHI,0
CHI,2726,0
2726,CHI,0
CHI,2727,0
2727,CHI,0
CHI,2728,0
2728,CHI,0
CHI,2729,0
2729,CHI,0
CHI,2730,0
2730,CHI,0
CHI,2731,0
2731,CHI,0
CHI,2732,0
2732,CHI,0
CHI,2733,0
2733,CHI,0
CHI,2734,0
2734,CHI,0
CHI,2735,0
2735,CHI,0
CHI,2736,0
2736,CHI,0
CHI,2737,0
2737,CHI,0
CHI,2738,0
2738,CHI,0
CHI,2739,0
2739,CHI,0
CHI,2740,0
2740,CHI,0
CHI,2741,0
2741,CHI,0
CHI,2742,0
2742,CHI,0
CHI,2743,0
2743,CHI,0
CHI,2744,0
2744,CHI,0
CHI,2745,0
2745,CHI,0
CHI,2746,0
2746,CHI,0
CHI,2747,0
2747,CHI,0
CHI,2748,0
2748,CHI,0
CHI,2749,0
2749,CHI,0
CHI,2750,0
2750,CHI,0
CHI,2751,0
2751,CHI,0
CHI,2752,0
2752,CHI,0
CHI,2753,0
2753,CHI,0
CHI,2754,0
2754,CHI,0
CHI,2755,0
2755,CHI,0
CHI,2756,0
2756,CHI,0
CHI,2757,0
2757,CHI,0
CHI,2758,0
2758,CHI,0
CHI,2759,0
2759,CHI,0
CHI,2760,0
2760,CHI,0
CHI,2761,0
2761,CHI,0
CHI,2762,0
2762,CHI,0
CHI,2763,0
2763,CHI,0
CHI,2764,0
2764,CHI,0
CHI,2765,0
2765,CHI,0
CHI,2766,0
2766,CHI,0
CHI,2767,0
2767,CHI,0
CHI,2768,0
2768,CHI,0
CHI,2769,0
2769,CHI,0
CHI,2770,0
2770,CHI,0
CHI,2771,0
2771,CHI,0
CHI,2772,0
2772,CHI,0
CHI,2773,0
2773,CHI,0
CHI,2774,0
2774,CHI,0
CHI,2775,0
2775,CHI,0
CHI,2776,0
2776,CHI,0
CHI,2777,0
2777,CHI,0
CHI,2778,0
2778,CHI,0
CHI,2779,0
2779,CHI,0
CHI,2780,0
2780,CHI,0
CHI,2781,0
2781,CHI,0
CHI,2782,0
2782,CHI,0
CHI,2783,0
2783,CHI,0
CHI,2784,0
2784,CHI,0
CHI,2785,0
2785,CHI,0
CHI,2786,0
2786,CHI,0
CHI,2787,0
2787,CHI,0
CHI,2788,0
2788,CHI,0
CHI,2789,0
2789,CHI,0
CHI,2790,0
2790,CHI,0
CHI,2791,0
2791,CHI,0
CHI,2792,0
2792,CHI,0
CHI,2793,0
2793,CHI,0
CHI,2794,0
2794,CHI,0
CHI,2795,0
2795,CHI,0
CHI,2796,0
2796,CHI,0
CHI,2797,0
2797,CHI,0
CHI,2798,0
2798,CHI,0
CHI,2799,0
2799,CHI,0
CHI,2800,0
2800,CHI,0
CHI,2801,0
2801,CHI,0
CHI,2802,0
2802,CHI,0
CHI,2803,0
2803,CHI,0
CHI,2804,0
2804,CHI,0
CHI,2805,0
2805,CHI,0
CHI,2806,0
2806,CHI,0
CHI,2807,0
2807,CHI,0
CHI,2808,0
2808,CHI,0
CHI,2809,0
2809,CHI,0
CHI,2810,0
2810,CHI,0
CHI,2811,0
2811,CHI,0
CHI,2812,0
2812,CHI,0
CHI,2813,0
2813,CHI,0
CHI,2814,0
2814,CHI,0
CHI,2815,0
2815,CHI,0
CHI,2816,0
2816,CHI,0
CHI,2817,0
2817,CHI,0
CHI,2818,0
2818,CHI,0
CHI,2819,0
2819,CHI,0
CHI,2820,0
2820,CHI,0
CHI,2821,0
2821,CHI,0
CHI,2822,0
2822,CHI,0
CHI,2823,0
2823,CHI,0
CHI,2824,0
2824,CHI,0
CHI,2825,0
2825,CHI,0
CHI,2826,0
2826,CHI,0
CHI,2827,0
2827,CHI,0
CHI,2828,0
2828,CHI,0
CHI,2829,0
2829,CHI,0
CHI,2830,0
2830,CHI,0
CHI,2831,0
2831,CHI,0
CHI,2832,0
2832,CHI,0
CHI,2833,0
2833,CHI,0
CHI,2834,0
2834,CHI,0
CHI,2835,0
2835,CHI,0
CHI,2836,0
2836,CHI,0
CHI,2837,0
2837,CHI,0
CHI,2838,0
2838,CHI,0
CHI,2839,0
2839,CHI,0
CHI,2840,0
2840,CHI,0
CHI,2841,0
2841,CHI,0
CHI,2842,0
2842,CHI,0
CHI,2843,0
2843,CHI,0
CHI,2844,0
2844,CHI,0
CHI,2845,0
2845,CHI,0
CHI,2846,0
2846,CHI,0
CHI,2847,0
2847,CHI,0
CHI,2848,0
2848,CHI,0
CHI,2849,0
2849,CHI,0
CHI,2850,0
2850,CHI,0
CHI,2851,0
2851,CHI,0
CHI,2852,0
2852,CHI,0
CHI,2853,0
2853,CHI,0
CHI,2854,0
2854,CHI,0
CHI,2855,0
2855,CHI,0
CHI,2856,0
2856,CHI,0
CHI,2857,0
2857,CHI,0
CHI,2858,0
2858,CHI,0
CHI,2859,0
2859,CHI,0
CHI,2860,0
2860,CHI,0
CHI,2861,0
2861,CHI,0
CHI,2862,0
2862,CHI,0
CHI,2863,0
2863,CHI,0
CHI,2864,0
2864,CHI,0
CHI,2865,0
2865,CHI,0
CHI,2866,0
2866,CHI,0
CHI,2867,0
2867,CHI,0
CHI,2868,0
2868,CHI,0
CHI,2869,0
2869,CHI,0
CHI,2870,0
2870,CHI,0
CHI,2871,0
2871,CHI,0
CHI,2872,0
2872,CHI,0
CHI,2873,0
2873,CHI,0
CHI,2874,0
2874,CHI,0
CHI,2875,0
2875,CHI,0
CHI,2876,0
2876,CHI,0
CHI,2877,0
2877,CHI,0
CHI,2878,0
2878,CHI,0
CHI,2879,0
2879,CHI,0
CHI,2880,0
2880,CHI,0
CHI,2881,0
2881,CHI,0
CHI,2882,0
2882,CHI,0
CHI,2883,0
2883,CHI,0
CHI,2884,0
2884,CHI,0
CHI,2885,0
2885,CHI,0
CHI,2886,0
2886,CHI,0
CHI,2887,0
2887,CHI,0
CHI,2888,0
2888,CHI,0
CHI,2889,0
2889,CHI,0
CHI,2890,0
2890,CHI,0
CHI,2891,0
2891,CHI,0
CHI,2892,0
2892,CHI,0
CHI,2893,0
2893,CHI,0
CHI,2894,0
2894,CHI,0
CHI,2895,0
2895,CHI,0
CHI,2896,0
2896,CHI,0
CHI,2897,0
2897,CHI,0
CHI,2898,0
2898,CHI,0
CHI,2899,0
2899,CHI,0
CHI,2900,0
2900,CHI,0
CHI,2901,0
2901,CHI,0
CHI,2902,0
2902,CHI,0
CHI,2903,0
2903,CHI,0
CHI,2904,0
2904,CHI,0
CHI,2905,0
2905,CHI,0
CHI,2906,0
2906,CHI,0
CHI,2907,0
2907,CHI,0
CHI,2908,0
2908,CHI,0
CHI,2909,0
2909,CHI,0
CHI,2910,0
2910,CHI,0
CHI,2911,0
2911,CHI,0
CHI,2912,0
2912,CHI,0
CHI,2913,0
2913,CHI,0
CHI,2914,0
2914,CHI,0
CHI,2915,0
2915,CHI,0
CHI,2916,0
2916,CHI,0
CHI,2917,0
2917,CHI,0
CHI,2918,0
2918,CHI,0
CHI,2919,0
2919,CHI,0
CHI,2920,0
2920,CHI,0
CHI,2921,0
2921,CHI,0
CHI,2922,0
2922,CHI,0
CHI,2923,0
2923,CHI,0
CHI,2924,0
2924,CHI,0
CHI,2925,0
2925,CHI,0
CHI,2926,0
2926,CHI,0
CHI,2927,0
2927,CHI,0
CHI,2928,0
2928,CHI,0
CHI,2929,0
2929,CHI,0
CHI,2930,0
2930,CHI,0
CHI,2931,0
2931,CHI,0
CHI,2932,0
2932,CHI,0
CHI,2933,0
2933,CHI,0
CHI,2934,0
2934,CHI,0
CHI,2935,0
2935,CHI,0
CHI,2936,0
2936,CHI,0
CHI,2937,0
2937,CHI,0
CHI,2938,0
2938,CHI,0
CHI,2939,0
2939,CHI,0
CHI,2940,0
2940,CHI,0
CHI,2941,0
2941,CHI,0
CHI,2942,0
2942,CHI,0
CHI,2943,0
2943,CHI,0
CHI,2944,0
2944,CHI,0
CHI,2945,0
2945,CHI,0
CHI,2946,0
2946,CHI,0
CHI,2947,0
2947,CHI,0
CHI,2948,0
2948,CHI,0
CHI,2949,0
2949,CHI,0
CHI,2950,0
2950,CHI,0
CHI,2951,0
2951,CHI,0
CHI,2952,0
2952,CHI,0
CHI,2953,0
2953,CHI,0
CHI,2954,0
2954,CHI,0
CHI,2955,0
2955,CHI,0
CHI,2956,0
2956,CHI,0
CHI,2957,0
2957,CHI,0
CHI,2958,0
2958,CHI,0
CHI,2959,0
2959,CHI,0
CHI,2960,0
2960,CHI,0
CHI,2961,0
2961,CHI,0
CHI,2962,0
2962,CHI,0
CHI,2963,0
2963,CHI,0
CHI,2964,0
2964,CHI,0
CHI,2965,0
2965,CHI,0
CHI,2966,0
2966,CHI,0
CHI,2967,0
2967,CHI,0
CHI,2968,0
2968,CHI,0
CHI,2969,0
2969,CHI,0
CHI,2970,0
2970,CHI,0
CHI,2971,0
2971,CHI,0
CHI,2972,0
2972,CHI,0
CHI,2973,0
2973,CHI,0
CHI,2974,0
2974,CHI,0
CHI,2975,0
2975,CHI,0
CHI,2976,0
2976,CHI,0
CHI,2977,0
2977,CHI,0
CHI,2978,0
2978,CHI,0
CHI,2979,0
2979,CHI,0
CHI,2980,0
2980,CHI,0
CHI,2981,0
2981,CHI,0
CHI,2982,0
2982,CHI,0
CHI,2983,0
2983,CHI,0
CHI,2984,0
2984,CHI,0
CHI,2985,0
2985,CHI,0
CHI,2986,0
2986,CHI,0
CHI,2987,0
2987,CHI,0
CHI,2988,0
2988,CHI,0
CHI,2989,0
2989,CHI,0
CHI,2990,0
2990,CHI,0
CHI,2991,0
2991,CHI,0
CHI,2992,0
2992,CHI,0
CHI,2993,0
2993,CHI,0
CHI,2994,0
2994,CHI,0
CHI,2995,0
2995,CHI,0
CHI,2996,0
2996,CHI,0
CHI,2997,0
2997,CHI,0
CHI,2998,0
2998,CHI,0
CHI,2999,0
2999,CHI,0
CHI,3000,0
3000,CHI,0
MAF,1950,2.388
1950,MAF,2.388
MAF,1951,2.388
1951,MAF,2.388
MAF,1952,2.388
1952,MAF,2.388
MAF,1953,2.388
1953,MAF,2.388
MAF,1954,2.388
1954,MAF,2.388
MAF,1955,2.388
1955,MAF,2.388
MAF,1956,2.388
1956,MAF,2.388
MAF,1957,2.388
1957,MAF,2.388
MAF,1958,2.388
1958,MAF,2.388
MAF,1959,2.388
1959,MAF,2.388
MAF,1960,2.497
1960,MAF,2.497
MAF,1961,2.497
1961,MAF,2.497
MAF,1962,2.497
1962,MAF,2.497
MAF,1963,2.497
1963,MAF,2.497
MAF,1964,2.497
1964,MAF,2.497
MAF,1965,2.497
1965,MAF,2.497
MAF,1966,2.497
1966,MAF,2.497
MAF,1967,2.497
1967,MAF,2.497
MAF,1968,2.497
1968,MAF,2.497
MAF,1969,2.497
1969,MAF,2.497
MAF,1970,2.488
1970,MAF,2.488
MAF,1971,2.488
1971,MAF,2.488
MAF,1972,2.488
1972,MAF,2.488
MAF,1973,2.488
1973,MAF,2.488
MAF,1974,2.488
1974,MAF,2.488
MAF,1975,2.488
1975,MAF,2.488
MAF,1976,2.488
1976,MAF,2.488
MAF,1977,2.488
1977,MAF,2.488
MAF,1978,2.488
1978,MAF,2.488
MAF,1979,2.488
1979,MAF,2.488
MAF,1980,2.572
1980,MAF,2.572
MAF,1981,2.572
1981,MAF,2.572
MAF,1982,2.572
1982,MAF,2.572
MAF,1983,2.572
1983,MAF,2.572
MAF,1984,2.572
1984,MAF,2.572
MAF,1985,2.572
1985,MAF,2.572
MAF,1986,2.572
1986,MAF,2.572
MAF,1987,2.572
1987,MAF,2.572
MAF,1988,2.572
1988,MAF,2.572
MAF,1989,2.572
1989,MAF,2.572
MAF,1990,2.029
1990,MAF,2.029
MAF,1991,2.029
1991,MAF,2.029
MAF,1992,2.029
1992,MAF,2.029
MAF,1993,2.029
1993,MAF,2.029
MAF,1994,2.029
1994,MAF,2.029
MAF,1995,1.959
1995,MAF,1.959
MAF,1996,1.959
1996,MAF,1.959
MAF,1997,1.959
1997,MAF,1.959
MAF,1998,1.959
1998,MAF,1.959
MAF,1999,1.959
1999,MAF,1.959
MAF,2000,1.986
2000,MAF,1.986
MAF,2001,2.012
2001,MAF,2.012
MAF,2002,2.039
2002,MAF,2.039
MAF,2003,2.065
2003,MAF,2.065
MAF,2004,2.091
2004,MAF,2.091
MAF,2005,2.118
2005,MAF,2.118
MAF,2006,2.144
2006,MAF,2.144
MAF,2007,2.171
2007,MAF,2.171
MAF,2008,2.197
2008,MAF,2.197
MAF,2009,2.224
2009,MAF,2.224
MAF,2010,2.25
2010,MAF,2.25
MAF,2011,2.2
2011,MAF,2.2
MAF,2012,2.15
2012,MAF,2.15
MAF,2013,2.1
2013,MAF,2.1
MAF,2014,2.05
2014,MAF,2.05
MAF,2015,2
2015,MAF,2
MAF,2016,1.95
2016,MAF,1.95
MAF,2017,1.9
2017,MAF,1.9
MAF,2018,1.85
2018,MAF,1.85
MAF,2019,1.8
2019,MAF,1.8
MAF,2020,1.75
2020,MAF,1.75
MAF,2021,1.7
2021,MAF,1.7
MAF,2022,1.65
2022,MAF,1.65
MAF,2023,1.6
2023,MAF,1.6
MAF,2024,1.55
2024,MAF,1.55
MAF,2025,1.5
2025,MAF,1.5
MAF,2026,1.45
2026,MAF,1.45
MAF,2027,1.4
2027,MAF,1.4
MAF,2028,1.35
2028,MAF,1.35
MAF,2029,1.3
2029,MAF,1.3
MAF,2030,1.25
2030,MAF,1.25
MAF,2031,1.225
2031,MAF,1.225
MAF,2032,1.2
2032,MAF,1.2
MAF,2033,1.175
2033,MAF,1.175
MAF,2034,1.15
2034,MAF,1.15
MAF,2035,1.125
2035,MAF,1.125
MAF,2036,1.1
2036,MAF,1.1
MAF,2037,1.075
2037,MAF,1.075
MAF,2038,1.05
2038,MAF,1.05
MAF,2039,1.025
2039,MAF,1.025
MAF,2040,1
2040,MAF,1
MAF,2041,0.975
2041,MAF,0.975
MAF,2042,0.95
2042,MAF,0.95
MAF,2043,0.925
2043,MAF,0.925
MAF,2044,0.9
2044,MAF,0.9
MAF,2045,0.875
2045,MAF,0.875
MAF,2046,0.85
2046,MAF,0.85
MAF,2047,0.825
2047,MAF,0.825
MAF,2048,0.8
2048,MAF,0.8
MAF,2049,0.775
2049,MAF,0.775
MAF,2050,0.75
2050,MAF,0.75
MAF,2051,0.75
2051,MAF,0.75
MAF,2052,0.75
2052,MAF,0.75
MAF,2053,0.75
2053,MAF,0.75
MAF,2054,0.75
2054,MAF,0.75
MAF,2055,0.75
2055,MAF,0.75
MAF,2056,0.75
2056,MAF,0.75
MAF,2057,0.75
2057,MAF,0.75
MAF,2058,0.75
2058,MAF,0.75
MAF,2059,0.75
2059,MAF,0.75
MAF,2060,0.75
2060,MAF,0.75
MAF,2061,0.75
2061,MAF,0.75
MAF,2062,0.75
2062,MAF,0.75
MAF,2063,0.75
2063,MAF,0.75
MAF,2064,0.75
2064,MAF,0.75
MAF,2065,0.75
2065,MAF,0.75
MAF,2066,0.75
2066,MAF,0.75
MAF,2067,0.75
2067,MAF,0.75
MAF,2068,0.75
2068,MAF,0.75
MAF,2069,0.75
2069,MAF,0.75
MAF,2070,0.75
2070,MAF,0.75
MAF,2071,0.725
2071,MAF,0.725
MAF,2072,0.7
2072,MAF,0.7
MAF,2073,0.675
2073,MAF,0.675
MAF,2074,0.65
2074,MAF,0.65
MAF,2075,0.625
2075,MAF,0.625
MAF,2076,0.6
2076,MAF,0.6
MAF,2077,0.575
2077,MAF,0.575
MAF,2078,0.55
2078,MAF,0.55
MAF,2079,0.525
2079,MAF,0.525
MAF,2080,0.5
2080,MAF,0.5
MAF,2081,0.475
2081,MAF,0.475
MAF,2082,0.45
2082,MAF,0.45
MAF,2083,0.425
2083,MAF,0.425
MAF,2084,0.4
2084,MAF,0.4
MAF,2085,0.375
2085,MAF,0.375
MAF,2086,0.35
2086,MAF,0.35
MAF,2087,0.325
2087,MAF,0.325
MAF,2088,0.3
2088,MAF,0.3
MAF,2089,0.275
2089,MAF,0.275
MAF,2090,0.25
2090,MAF,0.25
MAF,2091,0.235
2091,MAF,0.235
MAF,2092,0.22
2092,MAF,0.22
MAF,2093,0.205
2093,MAF,0.205
MAF,2094,0.19
2094,MAF,0.19
MAF,2095,0.175
2095,MAF,0.175
MAF,2096,0.16
2096,MAF,0.16
MAF,2097,0.145
2097,MAF,0.145
MAF,2098,0.13
2098,MAF,0.13
MAF,2099,0.115
2099,MAF,0.115
MAF,2100,0.1
2100,MAF,0.1
MAF,2101,0.095
2101,MAF,0.095
MAF,2102,0.09
2102,MAF,0.09
MAF,2103,0.085
2103,MAF,0.085
MAF,2104,0.08
2104,MAF,0.08
MAF,2105,0.075
2105,MAF,0.075
MAF,2106,0.07
2106,MAF,0.07
MAF,2107,0.065
2107,MAF,0.065
MAF,2108,0.06
2108,MAF,0.06
MAF,2109,0.055
2109,MAF,0.055
MAF,2110,0.05
2110,MAF,0.05
MAF,2111,0.045
2111,MAF,0.045
MAF,2112,0.04
2112,MAF,0.04
MAF,2113,0.035
2113,MAF,0.035
MAF,2114,0.03
2114,MAF,0.03
MAF,2115,0.025
2115,MAF,0.025
MAF,2116,0.02
2116,MAF,0.02
MAF,2117,0.015
2117,MAF,0.015
MAF,2118,0.01
2118,MAF,0.01
MAF,2119,0.005
2119,MAF,0.005
MAF,2120,0
2120,MAF,0
MAF,2121,0
2121,MAF,0
MAF,2122,0
2122,MAF,0
MAF,2123,0
2123,MAF,0
MAF,2124,0
2124,MAF,0
MAF,2125,0
2125,MAF,0
MAF,2126,0
2126,MAF,0
MAF,2127,0
2127,MAF,0
MAF,2128,0
2128,MAF,0
MAF,2129,0
2129,MAF,0
MAF,2130,0
2130,MAF,0
MAF,2131,0
2131,MAF,0
MAF,2132,0
2132,MAF,0
MAF,2133,0
2133,MAF,0
MAF,2134,0
2134,MAF,0
MAF,2135,0
2135,MAF,0
MAF,2136,0
2136,MAF,0
MAF,2137,0
2137,MAF,0
MAF,2138,0
2138,MAF,0
MAF,2139,0
2139,MAF,0
MAF,2140,0
2140,MAF,0
MAF,2141,0
2141,MAF,0
MAF,2142,0
2142,MAF,0
MAF,2143,0
2143,MAF,0
MAF,2144,0
2144,MAF,0
MAF,2145,0
2145,MAF,0
MAF,2146,0
2146,MAF,0
MAF,2147,0
2147,MAF,0
MAF,2148,0
2148,MAF,0
MAF,2149,0
2149,MAF,0
MAF,2150,0
2150,MAF,0
MAF,2151,0
2151,MAF,0
MAF,2152,0
2152,MAF,0
MAF,2153,0
2153,MAF,0
MAF,2154,0
2154,MAF,0
MAF,2155,0
2155,MAF,0
MAF,2156,0
2156,MAF,0
MAF,2157,0
2157,MAF,0
MAF,2158,0
2158,MAF,0
MAF,2159,0
2159,MAF,0
MAF,2160,0
2160,MAF,0
MAF,2161,0
2161,MAF,0
MAF,2162,0
2162,MAF,0
